price_usd,Name,IDS link,country,vivino_url,vivino_rating,vivino_name,vivino_price,vivino_country,vivino_region,nb_ratings,confidence,price_bucket,confidence bucket
8.15,Schröder and Schÿler Chartron La Fleur Rouge,https://www.i-d-s.com/dubai/schr-der-and-sch-ler-chartron-la-fleur-rouge-fr1037.html,france,https://www.vivino.com/FR/en/wines/1723870,3.5,Chartron la Fleur Bordeaux Rouge 0,—,france,bordeaux,2491,59,0 - 10 USD,60
29.99,"Chateau Lange Réglat, Sauternes",https://www.i-d-s.com/dubai/chateau-lange-r-glat-dw1010.html,france,https://www.vivino.com/FR/en/wines/3717744,4.2,Vignobles Bernard Reglat Château Lange-Réglat Sauternes 0,23.88,france,sauternes,1591,64,20 - 30 USD,70
10.90,"Château Buisson Redon, Bordeaux",https://www.i-d-s.com/dubai/ch-teau-buisson-redon-fr1038.html,france,https://www.vivino.com/FR/en/wines/4935815,3.6,Château Buisson-Redon Bordeaux 0,—,france,bordeaux,910,92,10 - 20 USD,100
13.00,Baron Philippe de Rothschild Mouton Cadet Rouge,https://www.i-d-s.com/dubai/baron-philippe-de-rothschild-mouton-cadet-rouge-fr1040.html,france,https://www.vivino.com/FR/en/wines/1516700,3.4,Baron Philippe de Rothschild Bordeaux Rouge 0,—,france,bordeaux,13525,83,10 - 20 USD,90
13.25,"Château de Haux Rouge, Premières Côtes de Bordeaux",https://www.i-d-s.com/dubai/ch-teau-de-haux-rouge-premi-res-c-tes-de-bordeaux-fr1041.html,france,https://www.vivino.com/FR/en/wines/4830464,0,Château Haut Gaudin Premières Côtes de Bordeaux Rouge 0,—,france,premieres-cotes-de-bordeaux,194,78,10 - 20 USD,80
14.55,"Baron Philippe de Rothschild, Mouton Cadet Heritage Rouge",https://www.i-d-s.com/dubai/baron-philippe-de-rothschild-mouton-cadet-heritage-rouge-fr1042.html,france,https://www.vivino.com/FR/en/wines/1516700,3.4,Baron Philippe de Rothschild Bordeaux Rouge 0,—,france,bordeaux,13525,76,10 - 20 USD,80
10.80,Schröder and Schÿler Private Réserve Medoc,https://www.i-d-s.com/dubai/schr-der-and-sch-ler-private-r-serve-medoc-fr1043.html,france,https://www.vivino.com/FR/en/wines/4869725,3.6,Schröder \u0026 Schÿler Private Réserve Médoc 0,15.07,france,medoc,687,85,10 - 20 USD,90
44.45,"Gervais Gobillard Prestige, Champagne Rosé",https://www.i-d-s.com/dubai/gervais-gobillard-prestige-champagne-rose-cp1026.html,france,https://www.vivino.com/FR/en/wines/1598939,3.9,Schröder \u0026 Schÿler Private Réserve Margaux 0,19.8,france,margaux,1251,35,40 - 50 USD,40
16.95,"Baron Philippe de Rothschild, Reserve Mouton Cadet Medoc",https://www.i-d-s.com/dubai/baron-philippe-de-rothschild-reserve-mouton-cadet-medoc-fr1045.html,france,https://www.vivino.com/FR/en/wines/4982145,3.9,Baron Philippe de Rothschild Agneau Réserve Grand Millésime Médoc 0,—,france,medoc,80,72,10 - 20 USD,80
24.05,"Château Amour, Medoc",https://www.i-d-s.com/dubai/ch-teau-amour-fr1046.html,france,https://www.vivino.com/FR/en/wines/1783738,3.6,Château de Panigon Château Amour Médoc 0,10.5,france,medoc,1920,60,20 - 30 USD,60
23.10,"Château Macquin, Saint-Georges-Saint-Émilion, Bordeaux",https://www.i-d-s.com/dubai/ch-teau-macquin-saint-georges-saint-milion-bordeaux-fr1049.html,france,https://www.vivino.com/FR/en/wines/1911504,3.8,Château Macquin Saint-Georges-Saint-Émilion 0,—,france,saint-georges-saint-emilion,8567,89,20 - 30 USD,90
17.15,"Château Vieille Tour La Rose, Saint Emilion",https://www.i-d-s.com/dubai/ch-teau-vieille-tour-la-rose-fr1050.html,france,https://www.vivino.com/FR/en/wines/4903634,3.9,Château Vieille Tour La Rose Saint-Émilion Grand Cru 0,55,france,st-emilion-grand-cru,2306,82,10 - 20 USD,90
62.10,"Chateau Durfort-Vivens,'Vivens', Margaux",https://www.i-d-s.com/dubai/chateau-durfort-vivens-vivens-margaux-fr1053.html,france,-,-,-,-,-,-,-,5,60 - 70 USD,10
39.50,"Château Lalande, Saint-Julien",https://www.i-d-s.com/dubai/ch-teau-lalande-fr1056.html,france,https://www.vivino.com/FR/en/wines/2426516,4,Château Lalande-Borie Saint-Julien 0,33.89,france,saint-julien,11905,86,30 - 40 USD,90
13.30,Chateau Haut-Bastor Les Grandes Vignes Bordeaux Moelleux Blanc,https://www.i-d-s.com/dubai/chateau-haut-bastor-les-grandes-vignes-bordeaux-moelleux-blanc-fr1221.html,france,https://www.vivino.com/FR/en/wines/157232740,3.7,Château Haut Bastor Les Grandes Vignes Bordeaux 0,—,france,bordeaux,64,83,10 - 20 USD,90
14.55,La Chablisienne Bourgogne Chardonnay,https://www.i-d-s.com/dubai/la-chablisienne-bourgogne-chardonnay-fr1059.html,france,https://www.vivino.com/FR/en/wines/2913752,3.6,La Chablisienne Bourgogne Chardonnay 0,12,france,bourgogne,2603,97,10 - 20 USD,100
20.40,Louis Jadot Mâcon Villages Blanc,https://www.i-d-s.com/dubai/louis-jadot-m-con-villages-blanc-fr1061.html,france,https://www.vivino.com/FR/en/wines/1469024,3.7,Louis Jadot Mâcon-Villages Blanc 0,—,france,macon-villages,9678,94,20 - 30 USD,100
33.30,Louis Jadot Saint Véran,https://www.i-d-s.com/dubai/louis-jadot-saint-v-ran-fr1062.html,france,https://www.vivino.com/FR/en/wines/1601676,3.9,Louis Jadot Saint-Véran 0,21.3,france,saint-veran,1197,92,30 - 40 USD,100
108.65,Domaine Chanson Chassagne-Montrachet,https://www.i-d-s.com/dubai/domaine-chanson-chassagne-montrachet-fr1066.html,france,https://www.vivino.com/FR/en/wines/2223580,4.3,Domaine Chanson Chassagne Montrachet Premier Cru Les Chenevottes 0,104,france,chassagne-montrachet-premier-cru,1027,69,>100 USD,70
227.85,"Xavier Monnot Les Charmes, Meursault 1er Cru",https://www.i-d-s.com/dubai/meursault-1er-cru-les-charmes-xavier-monnot-fr1069.html,france,https://www.vivino.com/FR/en/wines/4846515,4.3,Xavier Monnot Meursault 1er Cru 'Charmes' 0,—,france,meursault-charmes,465,73,>100 USD,80
40.30,"Jean-Marc Brocard, Chablis",https://www.i-d-s.com/dubai/chablis-jean-marc-brocard-fr1071.html,france,https://www.vivino.com/FR/en/wines/1582157,3.9,Jean-Marc Brocard Domaine Sainte Claire Chablis 0,26.9,france,chablis,13768,67,40 - 50 USD,70
58.00,Piper-Heidsieck Cuvée Brut,https://www.i-d-s.com/dubai/piper-heidsieck-cuv-e-brut-cp1009.html,france,-,-,-,-,-,-,-,7,50 - 60 USD,10
44.15,"La Chablisienne Chablis 1er Cru ""Beauroy""",https://www.i-d-s.com/dubai/la-chablisienne-chablis-1er-cru-beauroy-fr1072.html,france,https://www.vivino.com/FR/en/wines/2883586,3.9,La Chablisienne Chablis 1er Cru 'Beauroy' 0,35.42,france,chablis-beauroy,904,93,40 - 50 USD,100
41.25,"La Chablisienne Chablis 1er Cru ""Vaillons""",https://www.i-d-s.com/dubai/la-chablisienne-chablis-1er-cru-vaillons-fr1073.html,france,https://www.vivino.com/FR/en/wines/4496784,3.9,La Chablisienne Chablis 1er Cru 'Vaillons' 0,—,france,chablis-vaillons,521,93,40 - 50 USD,100
81.95,Domaine Chanson Nuits Saint Georges,https://www.i-d-s.com/dubai/domaine-chanson-nuits-saint-georges-fr1079.html,france,https://www.vivino.com/FR/en/wines/2912783,4.1,Domaine Chanson Nuits-Saint-Georges 0,49,france,nuits-saint-georges,994,92,80 - 90 USD,100
59.90,Vallet Frères Gevrey Chambertin ,https://www.i-d-s.com/dubai/gevrey-chambertin-vallet-fr-res-fr1080.html,france,https://www.vivino.com/FR/en/wines/1943415,4.1,Vallet Frères Gevrey-Chambertin 0,—,france,gevrey-chambertin,505,95,50 - 60 USD,100
12.05,Les Coteaux Tufiers Vouvray Demi Sec,https://www.i-d-s.com/dubai/vouvray-demi-sec-les-coteaux-tufiers-fr1086.html,france,https://www.vivino.com/FR/en/wines/7042100,3.8,Les Coteaux Tufiers Vouvray Demi-Sec 0,—,france,vouvray,1064,95,10 - 20 USD,100
13.05,Domaine Pré Baron Touraine Sauvignon Blanc,https://www.i-d-s.com/dubai/domaine-pr-baron-touraine-sauvignon-blanc-fr1087.html,france,https://www.vivino.com/FR/en/wines/162971587,4,Domaine Pré Baron L'Elégante Vieilles Vignes Sauvignon Blanc Touraine 0,—,france,touraine,177,67,10 - 20 USD,70
12.40,"Chateau du Grand Plantier Caupos, Loupiac Blanc",https://www.i-d-s.com/dubai/chateau-du-grand-plantier-caupos-loupiac-blanc-fr2592.html,france,https://www.vivino.com/FR/en/wines/3194792,4,Château du Grand Plantier Loupiac 0,—,france,loupiac,434,80,10 - 20 USD,80
52.35,de Ladoucette Pouilly Fumé,https://www.i-d-s.com/dubai/baron-de-ladoucette-pouilly-fum-fr1095.html,france,https://www.vivino.com/FR/en/wines/1470695,4.1,de Ladoucette Pouilly-Fumé 0,—,france,pouilly-fume,18956,93,50 - 60 USD,100
14.80,Pierre Sourdais Chinon Tradition,https://www.i-d-s.com/dubai/pierre-sourdais-chinon-tradition-fr1099.html,france,https://www.vivino.com/FR/en/wines/2218898,3.6,Pierre Sourdais Tradition Chinon 0,—,france,chinon,788,76,10 - 20 USD,80
37.85,Chante Cigale Châteauneuf -du- Pape Blanc,https://www.i-d-s.com/dubai/chante-cigale-ch-teauneuf-du-pape-blanc-fr1102.html,france,https://www.vivino.com/FR/en/wines/4347906,3.9,Domaine Chante Cigale Châteauneuf-du-Pape Blanc 0,21.5,france,chateauneuf-du-pape,1446,87,30 - 40 USD,90
8.60,Patrice Armand Côtes du Rhône La Chapelle de Marin,https://www.i-d-s.com/dubai/patrice-armand-c-tes-du-rh-ne-la-chapelle-de-marin-fr1103.html,france,https://www.vivino.com/FR/en/wines/4869341,3.7,La Chapelle de Marin Côtes du Rhône 0,—,france,cotes-du-rhone,448,53,0 - 10 USD,60
52.35,"Chateau de Vaudieu,‘Grand Vin’, Châteauneuf-du-Pape Rouge",https://www.i-d-s.com/dubai/chateau-de-vaudieu-grand-vin-ch-teauneuf-du-pape-rouge-fr1113.html,france,https://www.vivino.com/FR/en/wines/1521901,4,Château de Vaudieu Châteauneuf-du-Pape Closerie de Vaudieu Rouge 0,—,france,chateauneuf-du-pape,4860,70,50 - 60 USD,70
559.65,"Dom Pérignon Vintage Rosé, in individual Gift Box",https://www.i-d-s.com/dubai/dom-p-rignon-vintage-ros-in-individual-gift-box-cp1015.html,france,https://www.vivino.com/FR/en/wines/4089408,4.6,Dom Pérignon Brut Rosé Champagne 0,520,france,champagne,15634,55,>100 USD,60
25.80,MASI Tupungato Corbec Rosso di Argentina Organic,https://www.i-d-s.com/dubai/masi-tupungato-corbec-rosso-di-argentina-organic-ag1025.html,argentina,https://www.vivino.com/FR/en/wines/167803536,3.6,Masi Fresco di Masi Organic Rosso 0,—,italy,verona,1183,55,20 - 30 USD,60
7.95,Argento Organic Rosé,https://www.i-d-s.com/dubai/argento-organic-ros-ag1028.html,argentina,https://www.vivino.com/FR/en/wines/176317849,3.8,Argento Organic Rosé 0,—,argentina,mendoza,69,95,0 - 10 USD,100
7.95,Argento Andes Soul Shiraz,https://www.i-d-s.com/dubai/argento-andes-soul-shiraz-ag1027.html,argentina,https://www.vivino.com/FR/en/wines/176920214,3.6,Argento Andes Soul Malbec 0,—,argentina,mendoza,56,77,0 - 10 USD,80
7.35,Argento Andes Soul Chardonnay,https://www.i-d-s.com/dubai/argento-andes-soul-chardonnay-ag1026.html,argentina,https://www.vivino.com/FR/en/wines/178571658,0,Argento Andes Soul Chardonnay 0,—,argentina,mendoza,-,97,0 - 10 USD,100
35.35,Catena Alta Malbec,https://www.i-d-s.com/dubai/catena-alta-malbec-ag1021.html,argentina,https://www.vivino.com/FR/en/wines/1469245,4.3,Catena Alta Malbec 0,—,argentina,mendoza,36574,95,30 - 40 USD,100
10.70,Pablo y Walter Malbec,https://www.i-d-s.com/dubai/pablo-y-walter-malbec-ag1011.html,argentina,https://www.vivino.com/FR/en/wines/2281126,3.7,Pablo Y Walter Malbec 0,11,argentina,mendoza,2336,95,10 - 20 USD,100
11.25,"Kaiken Clásico, Mendoza Cabernet Sauvignon",https://www.i-d-s.com/dubai/kaiken-cl-sico-mendoza-cabernet-sauvignon-ag1010.html,argentina,https://www.vivino.com/FR/en/wines/173090143,0,Kaiken Clásico Cabernet Sauvignon 0,—,argentina,mendoza,-,86,10 - 20 USD,90
29.95,Catena Alta Chardonnay,https://www.i-d-s.com/dubai/catena-alta-chardonnay-ag4030.html,argentina,https://www.vivino.com/FR/en/wines/1489764,4.1,Catena Alta Chardonnay 0,—,argentina,mendoza,15764,96,20 - 30 USD,100
22.20,Catena Appellation Vista Flores Malbec,https://www.i-d-s.com/dubai/catena-appellation-vista-flores-malbec-ag4029.html,argentina,https://www.vivino.com/FR/en/wines/2078546,4.1,Catena Appellation Vista Flores Malbec 0,—,argentina,vista-flores,15960,97,20 - 30 USD,100
33.75,Catena Alta Cabernet Sauvignon,https://www.i-d-s.com/dubai/catena-alta-cabernet-sauvignon-ag4031.html,argentina,https://www.vivino.com/FR/en/wines/155776850,4.2,Catena Alta Cabernet Sauvignon 0,—,argentina,mendoza,10298,97,30 - 40 USD,100
8.95,Argento Malbec,https://www.i-d-s.com/dubai/argento-malbec-ag1007.html,argentina,https://www.vivino.com/FR/en/wines/1970313,3.4,Argento Malbec 0,—,argentina,mendoza,19274,93,0 - 10 USD,100
27.40,Chandon Garden Spritz Sparkling Wine,https://www.i-d-s.com/dubai/chandon-garden-spritz-sparkling-wine-sw1072.html,argentina,https://www.vivino.com/FR/en/wines/168254383,3.9,CHANDON Argentina Garden Spritz 0,18.92,argentina,mendoza,3681,64,20 - 30 USD,70
45.90,Penfolds Bin 128 Shiraz,https://www.i-d-s.com/dubai/penfolds-bin-128-shiraz-au2024.html,australia,https://www.vivino.com/FR/en/wines/1486775,4,Penfolds Bin 128 Shiraz 0,—,australia,coonawarra,13009,96,40 - 50 USD,100
59.45,"`Gaia` Clare Valley Cabernet Sauvignon/Cabernet Franc, Grosset",https://www.i-d-s.com/dubai/gaia-clare-valley-cabernet-sauvignon-cabernet-franc-grosset-au4024.html,australia,https://www.vivino.com/FR/en/wines/3635610,4,Taylors / Wakefield TWP Cabernet Sauvignon - Merlot - Malbec - Cabernet Franc 0,—,australia,clare-valley,439,57,50 - 60 USD,60
15.95,Sidewood Estate Sauvignon Blanc,https://www.i-d-s.com/dubai/sidewood-estate-sauvignon-blanc-au1147.html,australia,https://www.vivino.com/FR/en/wines/1526099,4,Brancott Estate Sauvignon Blanc 0,—,new-zealand,marlborough,65871,75,10 - 20 USD,80
19.50,"D'Arenberg Peppermint Paddock, Sparkling Shiraz",https://www.i-d-s.com/dubai/d-arenberg-peppermint-paddock-sparkling-shiraz-sw1041.html,australia,https://www.vivino.com/FR/en/wines/1542875,3.8,d'Arenberg The Peppermint Paddock Chambourcin 0,—,australia,mclaren-vale,1141,74,10 - 20 USD,80
24.45,"Yangarra Estate Old Vine Grenache, McLaren Vale",https://www.i-d-s.com/dubai/yangarra-estate-old-vine-grenache-mclaren-vale-au2020.html,australia,https://www.vivino.com/FR/en/wines/4624707,3.9,Yangarra Old Vine Grenache 0,57.19,australia,mclaren-vale,2431,72,20 - 30 USD,80
24.45,"Yangarra Estate Mourvedre, McLaren Vale",https://www.i-d-s.com/dubai/yangarra-estate-mourvedre-mclaren-vale-au2021.html,australia,https://www.vivino.com/FR/en/wines/17213894,4,Yangarra Mourvèdre 0,—,australia,mclaren-vale,153,61,20 - 30 USD,70
28.70,"Yangarra Estate Shiraz, McLaren Vale",https://www.i-d-s.com/dubai/yangarra-estate-shiraz-mclaren-vale-au2023.html,australia,https://www.vivino.com/FR/en/wines/161967509,0,United Cellars Selection Shiraz by Yangarra Estate 0,—,australia,mclaren-vale,-,43,20 - 30 USD,50
19.99,Jansz Premium Cuvee NV,https://www.i-d-s.com/dubai/jansz-premium-cuvee-nv-sw4054.html,australia,https://www.vivino.com/FR/en/wines/1586414,3.8,Jansz Premium Cuvée 0,30,australia,tasmania,5034,88,10 - 20 USD,90
8.99,Fishbone Blue Range Ruby Rose,https://www.i-d-s.com/dubai/fishbone-blue-range-ruby-rose-au1139.html,australia,https://www.vivino.com/FR/en/wines/4986342,3.4,Fishbone Ruby Rosé 0,—,australia,western-australia,27,69,0 - 10 USD,70
14.99,Fishbone Black Range Sauvignon Blanc,https://www.i-d-s.com/dubai/fishbone-black-range-sauvignon-blanc-au1918.html,australia,https://www.vivino.com/FR/en/wines/160143408,0,Fishbone Black Label Sauvignon Blanc - Semillon 0,—,australia,margaret-river,16038,78,10 - 20 USD,80
11.00,"16 Stops, Chardonnay",https://www.i-d-s.com/dubai/16-stops-chardonnay-au4074.html,australia,https://www.vivino.com/FR/en/wines/2581701,3.5,16 Stops Chardonnay 0,—,australia,mclaren-vale,134,93,10 - 20 USD,100
9.85,"16 Stops, Shiraz",https://www.i-d-s.com/dubai/16-stops-shiraz-au4072.html,australia,https://www.vivino.com/FR/en/wines/3564737,3.5,16 Stops Shiraz 0,—,australia,mclaren-vale,467,91,0 - 10 USD,100
84.35,"Penfolds Bin 389 Cabernet/Shiraz, 2019",https://www.i-d-s.com/dubai/penfolds-bin-389-cabernet-shiraz-2019-au1138.html,australia,https://www.vivino.com/FR/en/wines/159319932,4.2,Penfolds Bin 389 Cabernet - Shiraz 2019 2019,—,australia,south-australia,2471,88,80 - 90 USD,90
16.30,Innocent Bystander Yarra Valley Chardonnay,https://www.i-d-s.com/dubai/innocent-bystander-yarra-valley-chardonnay-au4043.html,australia,https://www.vivino.com/FR/en/wines/17339762,3.6,Innocent Bystander Chardonnay 0,21.95,australia,yarra-valley,815,79,10 - 20 USD,80
64.15,"Elderton 'Ashmead' Single Vineyard, Cabernet Sauvignon",https://www.i-d-s.com/dubai/elderton-ashmead-single-vineyard-cabernet-sauvignon-au1116.html,australia,https://www.vivino.com/FR/en/wines/1469019,3.8,San Pedro 1865 Single Vineyard Cabernet Sauvignon 0,—,chile,maipo-valley,13079,76,60 - 70 USD,80
78.90,"Elderton 'Command' Single Vineyard, Shiraz",https://www.i-d-s.com/dubai/elderton-command-single-vineyard-shiraz-au1115.html,australia,https://www.vivino.com/FR/en/wines/4718059,4.3,Elderton Command Single Vineyard Shiraz 0,99.95,australia,barossa,4836,94,70 - 80 USD,100
9.99,Little Ripples Shiraz,https://www.i-d-s.com/dubai/little-ripples-shiraz-au4078.html,australia,https://www.vivino.com/FR/en/wines/167541104,3.6,Little Ripples Shiraz 0,—,australia,central-ranges,30,95,0 - 10 USD,100
9.99,Little Ripples Cabernet Sauvignon,https://www.i-d-s.com/dubai/little-ripples-cabernet-sauvignon-au4077.html,australia,https://www.vivino.com/FR/en/wines/163947720,3.8,Little Ripples Cabernet Sauvignon 0,—,australia,new-south-wales,69,97,0 - 10 USD,100
14.99,Fishbone Black Range Shiraz,https://www.i-d-s.com/dubai/fishbone-margaret-river-black-range-shiraz-au1916.html,australia,https://www.vivino.com/FR/en/wines/160143458,3.7,Fishbone Black Label Shiraz 0,—,australia,margaret-river,82,86,10 - 20 USD,90
8.99,Fishbone Cabernet Shiraz,https://www.i-d-s.com/dubai/fishbone-cabernet-shiraz-au1052.html,australia,-,-,-,-,-,-,-,0,0 - 10 USD,0
40.60,Shaw+Smith Adelaide Hills Shiraz,https://www.i-d-s.com/dubai/shaw-smith-adelaide-hills-shiraz-au4039.html,australia,https://www.vivino.com/FR/en/wines/3066889,4,Shaw + Smith Shiraz 0,35.3,australia,adelaide-hills,5678,64,40 - 50 USD,70
14.99,"Elderton Estate Family Vineyards, Barossa Shiraz",https://www.i-d-s.com/dubai/elderton-estate-family-vineyards-barossa-shiraz-au1111.html,australia,https://www.vivino.com/FR/en/wines/4158916,4,Elderton The Ashmead Family Cabernet Sauvignon - Shiraz - Merlot 0,—,australia,barossa,799,56,10 - 20 USD,60
14.99,"Elderton Estate Family Vineyards, Barossa Cabernet Sauvignon",https://www.i-d-s.com/dubai/elderton-estate-family-vineyards-barossa-cabernet-sauvignon-au1112.html,australia,https://www.vivino.com/FR/en/wines/4158916,4,Elderton The Ashmead Family Cabernet Sauvignon - Shiraz - Merlot 0,—,australia,barossa,799,60,10 - 20 USD,60
11.99,"Elderton Estate Family Vineyards, Eden Valley Riesling",https://www.i-d-s.com/dubai/elderton-estate-family-vineyards-eden-valley-riesling-au1114.html,australia,https://www.vivino.com/FR/en/wines/3250403,4.4,Mission Hill Family Estate Five Vineyards Riesling Icewine 0,—,canada,okanagan-valley,37,54,10 - 20 USD,60
15.05,"Elderton Estate Family Vineyards, Eden Valley Chardonnay",https://www.i-d-s.com/dubai/elderton-estate-family-vineyards-eden-valley-chardonnay-au1113.html,australia,https://www.vivino.com/FR/en/wines/4726022,3.5,Mission Hill Family Estate Five Vineyards Chardonnay 0,—,canada,okanagan-valley,482,60,10 - 20 USD,60
9.99,Little Ripples Chardonnay,https://www.i-d-s.com/dubai/little-ripples-chardonnay-au4080.html,australia,https://www.vivino.com/FR/en/wines/163817904,0,Little Ripples Chardonnay 0,—,australia,tumbarumba,-,96,0 - 10 USD,100
9.99,Little Ripples Rosé,https://www.i-d-s.com/dubai/little-ripples-ros-au4081.html,australia,https://www.vivino.com/FR/en/wines/169906689,0,Little Ripples Rosé 0,—,australia,hilltops,-,95,0 - 10 USD,100
9.99,Little Ripples Sauvignon Blanc,https://www.i-d-s.com/dubai/little-ripples-sauvignon-blanc-au4079.html,australia,https://www.vivino.com/FR/en/wines/165129194,3.7,Little Ripples Sauvignon Blanc 0,—,australia,orange,62,97,0 - 10 USD,100
41.35,"Jim Barry Macrae Shiraz, McRae Wood",https://www.i-d-s.com/dubai/jim-barry-macrae-shiraz-mcrae-wood-au1144.html,australia,https://www.vivino.com/FR/en/wines/2559395,4.2,Jim Barry The McRae Wood Shiraz 0,—,australia,clare-valley,5048,68,40 - 50 USD,70
21.30,Voyager Shiraz,https://www.i-d-s.com/dubai/voyager-shiraz-au1162.html,australia,https://www.vivino.com/FR/en/wines/2231642,3.9,Voyager Estate Shiraz 0,—,australia,margaret-river,1596,76,20 - 30 USD,80
16.95,Voyager Sauvignon Blanc Semillion,https://www.i-d-s.com/dubai/voyager-sauvignon-blanc-semillion-au1161.html,australia,https://www.vivino.com/FR/en/wines/4727433,3.6,Voyager Estate Sauvignon Blanc - Semillon 0,—,australia,margaret-river,1051,84,10 - 20 USD,90
14.99,Voyager Estate Chardonnay,https://www.i-d-s.com/dubai/voyager-estate-chardonnay-au1159.html,australia,https://www.vivino.com/FR/en/wines/4727436,4,Voyager Estate Chardonnay 0,—,australia,margaret-river,1852,96,10 - 20 USD,100
17.05,Vasse Felix Filius Chardonnay,https://www.i-d-s.com/dubai/vasse-felix-filius-chardonnay-au1156.html,australia,https://www.vivino.com/FR/en/wines/18430150,3.8,Vasse Felix Filius Chardonnay 0,—,australia,margaret-river,4875,97,10 - 20 USD,100
19.50,Vasse felix Filius Cab Merlot,https://www.i-d-s.com/dubai/vasse-felix-filius-cab-merlot-au1155.html,australia,https://www.vivino.com/FR/en/wines/4728196,3.7,Vasse Felix Filius Cabernet - Merlot 0,—,australia,margaret-river,5043,87,10 - 20 USD,90
13.25,"Vasse Felix Classic Dry Red, Shiraz",https://www.i-d-s.com/dubai/vasse-felix-classic-dry-red-shiraz-au1153.html,australia,https://www.vivino.com/FR/en/wines/2529187,3.5,Vasse Felix Classic Dry Red 0,—,australia,margaret-river,936,88,10 - 20 USD,90
15.50,Taltarni Brut Tache Rosé,https://www.i-d-s.com/dubai/taltarni-brut-tache-ros-sw1078.html,australia,https://www.vivino.com/FR/en/wines/4241226,3.7,Taltarni Taché Brut 0,—,australia,victoria,800,67,10 - 20 USD,70
13.80,Taltarni T Series Victorian Sauvignon Blanc,https://www.i-d-s.com/dubai/taltarni-t-series-victorian-sauvignon-blanc-au1149.html,australia,https://www.vivino.com/FR/en/wines/4736709,3.2,Taltarni T Series Sauvignon Blanc - Sémillon 0,—,australia,victoria,26,74,10 - 20 USD,80
14.99,Pirathon Silver Shiraz,https://www.i-d-s.com/dubai/pirathon-silver-shiraz-au1146.html,australia,https://www.vivino.com/FR/en/wines/1514876,4,Pirathon Silver Shiraz 0,—,australia,barossa-valley,2111,96,10 - 20 USD,100
14.99,Jim Barry Watervale Riesling,https://www.i-d-s.com/dubai/jim-barry-watervale-riesling-au1145.html,australia,https://www.vivino.com/FR/en/wines/1504351,3.8,Jim Barry Watervale Riesling 0,—,australia,clare-valley,4891,97,10 - 20 USD,100
23.20,Jim Barry lodge Hill Shiraz,https://www.i-d-s.com/dubai/jim-barry-lodge-hill-shiraz-au1143.html,australia,https://www.vivino.com/FR/en/wines/3038488,3.7,Jim Barry The Lodge Hill Shiraz 0,—,australia,clare-valley,7635,90,20 - 30 USD,90
19.25,Jim Barry Lodge Hill Riesling,https://www.i-d-s.com/dubai/jim-barry-lodge-hill-riesling-au1142.html,australia,https://www.vivino.com/FR/en/wines/2895590,3.7,Jim Barry The Lodge Hill Riesling 0,—,australia,clare-valley,4037,91,10 - 20 USD,100
42.05,d'Arenberg Dead Arm Shiraz,https://www.i-d-s.com/dubai/d-arenberg-dead-arm-shiraz-au1163.html,australia,https://www.vivino.com/FR/en/wines/1744600,4.2,d'Arenberg The Dead Arm Shiraz 0,—,australia,mclaren-vale,18925,90,40 - 50 USD,90
62.95,Yering Reserve Cabernet Sauvignon,https://www.i-d-s.com/dubai/yering-reserve-cabernet-sauvignon-au1140.html,australia,https://www.vivino.com/FR/en/wines/152706082,4.1,Yering Station Reserve Cabernet Sauvignon 0,—,australia,yarra-valley,180,87,60 - 70 USD,90
14.55,Small Victories Rosé,https://www.i-d-s.com/dubai/small-victories-ros-au1117.html,australia,https://www.vivino.com/FR/en/wines/169148610,3.8,Small Victories Wine Co Rosé 0,—,australia,barossa-valley,25,80,10 - 20 USD,80
11.99,Small Victories Pinot Gris,https://www.i-d-s.com/dubai/small-victories-pinot-gris-au1110.html,australia,https://www.vivino.com/FR/en/wines/169148597,0,Small Victories Wine Co Pinot Gris 0,—,australia,adelaide-hills,-,84,10 - 20 USD,90
14.55,Small Victories Shiraz,https://www.i-d-s.com/dubai/small-victories-shiraz-au1109.html,australia,https://www.vivino.com/FR/en/wines/170229743,0,Small Victories Wine Co Shiraz 0,—,australia,eden-valley,30,81,10 - 20 USD,90
14.55,Small Victories Sangiovese,https://www.i-d-s.com/dubai/small-victories-sangiovese-au1108.html,australia,https://www.vivino.com/FR/en/wines/169969575,3.7,Small Victories Wine Co Sangiovese 0,—,australia,adelaide-hills,40,84,10 - 20 USD,90
12.05,Keith Tulloch Chardonnay,https://www.i-d-s.com/dubai/keith-tulloch-chardonnay-au1102.html,australia,https://www.vivino.com/FR/en/wines/4872114,3.9,Keith Tulloch Chardonnay 0,—,australia,hunter-valley,236,96,10 - 20 USD,100
22.30,Keith Tulloch Kester Shiraz ,https://www.i-d-s.com/dubai/keith-tulloch-kester-shiraz-au1101.html,australia,https://www.vivino.com/FR/en/wines/4872140,4.3,Keith Tulloch The Kester Shiraz 0,—,australia,hunter-valley,614,92,20 - 30 USD,100
21.15,Keith Tulloch Shiraz,https://www.i-d-s.com/dubai/keith-tulloch-shiraz-au1100.html,australia,https://www.vivino.com/FR/en/wines/4872140,4.3,Keith Tulloch The Kester Shiraz 0,—,australia,hunter-valley,614,75,20 - 30 USD,80
22.25,Keith Tulloch Semillon,https://www.i-d-s.com/dubai/keith-tulloch-semillon-au1099.html,australia,https://www.vivino.com/FR/en/wines/4872123,3.9,Keith Tulloch Semillon 0,—,australia,hunter-valley,296,96,20 - 30 USD,100
